time,score,sentiment,sadness,joy,fear,disgust,anger
2019-02-21 13:25:53,4,0.502055,0.073329,0.596195,0.065815,0.014825,0.333314
2019-02-20 10:04:52,2,-0.646334,0.621313,0.178094,0.102416,0.07165,0.160458
2018-10-04 14:03:10,39,-0.880783,0.214477,0.168926,0.088617,0.052633,0.153986
2019-02-21 01:38:28,1,0.412129,0.515931,0.250506,0.284127,0.075885,0.065977
2019-04-16 21:37:40,40,0.0,0.363832,0.3539,0.064847,0.08347,0.148477
2018-07-21 07:53:12,3,-0.739809,0.478199,0.654823,0.136234,0.123637,0.14912
2018-10-24 15:23:09,7,-0.589017,0.097722,0.172136,0.113953,0.079623,0.085294
2019-06-19 20:28:05,24,0.0,0.211996,0.226751,0.347577,0.049065,0.126025
2019-05-14 00:27:14,362,0.0,0.429216,0.075353,0.024158,0.022725,0.045738
2019-06-11 07:03:36,54,0.0,0.15552,0.514237,0.031826,0.059177,0.09584
2019-05-03 00:07:21,356,0.0,0.097639,0.094372,0.252775,0.025293,0.12544
2019-06-15 08:24:22,9,-0.329443,0.452369,0.60081,0.152922,0.069124,0.153834
2019-05-29 05:46:16,14,-0.690569,0.487988,0.067963,0.076183,0.063923,0.049808
2019-06-13 02:56:23,128,0.0,0.091356,0.51426,0.019243,0.041971,0.067233
2019-06-13 15:32:37,25,-0.320702,0.434532,0.555733,0.007547,0.003313,0.011423
2019-05-13 17:54:13,78,0.0,0.023386,0.599775,0.018526,0.013128,0.082363
2019-06-14 09:47:26,3,0.0,0.147291,0.647347,0.048645,0.11189,0.046383
2019-06-11 07:33:19,19,0.0,0.117923,0.664117,0.013256,0.042142,0.071712
2019-06-18 18:35:40,0,-0.761234,0.510578,0.541143,0.060913,0.092987,0.099862
2019-04-30 10:25:04,41,0.887796,0.101547,0.503582,0.111906,0.048215,0.055184
2019-06-13 01:16:07,54,0.0,0.027474,0.534382,0.03717,0.070966,0.376798
2019-06-16 02:35:42,9,0.419379,0.167106,0.597247,0.072644,0.069332,0.103711
2019-06-07 20:31:06,4,-0.836237,0.65542,0.018539,0.125631,0.009174,0.099097
2019-05-29 06:25:29,3,0.676114,0.204433,0.610019,0.185352,0.156858,0.133803
