time,score,sentiment,sadness,joy,fear,disgust,anger
2019-01-12 15:45:42,118,-0.576692,0.38433,0.102565,0.310036,0.287654,0.12731
2019-03-08 11:36:53,233,0.0,0.140702,0.233638,0.049859,0.199028,0.070806
2019-03-04 09:37:52,445,-0.46157,0.211975,0.406552,0.242118,0.237104,0.036591
2019-02-26 18:19:33,325,-0.796881,0.102875,0.059526,0.123334,0.084486,0.25043
2019-04-17 12:15:10,2585,0.0,0.505152,0.315146,0.145299,0.084236,0.034083
2019-02-19 06:13:48,32,0.0,0.493894,0.090929,0.152098,0.019189,0.071216
2019-02-16 13:55:57,8,0.0,0.45355,0.046362,0.078336,0.529814,0.135396
2018-10-11 19:17:23,60,0.0,0.106732,0.423982,0.138198,0.035959,0.030421
2019-02-26 18:19:17,148,-0.796881,0.102875,0.059526,0.123334,0.084486,0.25043
2019-02-22 20:06:29,1,0.508494,0.43137,0.652971,0.07223,0.084146,0.078527
2019-06-09 15:37:10,12,-0.830276,0.420772,0.024529,0.208379,0.199266,0.202775
2019-05-14 15:54:50,7066,0.0,0.527355,0.117561,0.06646,0.055452,0.114357
2019-05-14 16:04:37,3915,0.0,0.269262,0.043954,0.092507,0.151811,0.051709
2019-05-20 20:02:20,0,-0.543109,0.46528,0.228952,0.141959,0.056513,0.07979
2019-06-19 12:42:09,0,0.0,0.242362,0.189675,0.168385,0.118992,0.22335
2019-06-19 16:31:11,247,0.0,0.257848,0.402416,0.038597,0.044748,0.029194
2019-05-13 09:25:34,1582,0.0,0.594839,0.027559,0.223856,0.235395,0.116307
2019-06-03 07:51:20,4,0.0,0.171092,0.327442,0.180905,0.051227,0.056128
2019-06-17 11:17:22,156,0.0,0.612583,0.15013,0.265215,0.042391,0.043795
2019-06-18 16:21:24,255,0.0,0.583516,0.166081,0.131965,0.11135,0.029742
2019-05-29 23:23:41,509,0.0,0.095522,0.380916,0.11871,0.128396,0.072405
2019-06-18 04:33:32,387,0.311998,0.555797,0.603133,0.089579,0.051226,0.479825
2019-06-06 19:57:46,305,0.0,0.583516,0.166081,0.131965,0.11135,0.029742
2019-06-11 08:15:17,352,0.895104,0.109354,0.796835,0.004592,0.002,0.006108
2019-05-06 02:20:45,2020,0.603966,0.191682,0.062627,0.083473,0.088762,0.03836
2019-06-02 02:37:40,1,0.0,0.235906,0.532349,0.152075,0.022282,0.022816
2019-05-17 22:03:22,1438,0.695878,0.092147,0.665089,0.046629,0.015792,0.008113
2019-05-18 23:19:44,640,-0.726637,0.350956,0.17884,0.119503,0.214584,0.090605
2019-05-14 02:49:34,818,0.0,0.393262,0.361054,0.094579,0.178083,0.025703
2019-05-24 12:45:26,652,0.0,0.25625,0.024224,0.144222,0.034895,0.077951
2019-05-26 01:34:24,1230,-0.800493,0.507341,0.043497,0.326533,0.034225,0.118187
2019-06-01 07:58:00,378,-0.345078,0.665563,0.129549,0.08529,0.023642,0.077598
2019-05-29 08:49:21,409,0.983262,0.132229,0.412043,0.050403,0.013059,0.068842
2019-06-02 13:31:31,295,-0.427761,0.594204,0.533313,0.112198,0.044037,0.12664
2019-05-29 16:13:45,618,0.0,0.448679,0.283493,0.070958,0.122227,0.041256
2019-05-14 16:00:49,733,0.0,0.430104,0.144863,0.086686,0.072814,0.140495
2019-06-11 15:20:42,117,0.0,0.117659,0.721393,0.076845,0.028398,0.032591
2019-06-16 08:56:31,118,0.0,0.146538,0.103207,0.087454,0.049257,0.043539
2019-05-30 14:56:58,395,0.0,0.442015,0.18863,0.122017,0.018655,0.050896
2019-06-16 18:47:56,166,0.0,0.298338,0.131837,0.231253,0.097717,0.164979
2019-06-18 18:21:02,23,0.0,0.096649,0.408233,0.038379,0.012668,0.015775
2019-06-18 12:25:22,91,-0.30243,0.57087,0.545671,0.160781,0.124641,0.129519
